partner_id,partner_name,partner_code,institution_type,state,district,matched_entity_id,matched_entity_name,match_level,confidence,match_reason
81510aa2-0a9a-455e-87d8-26dbbd5d4da2,Mizoram Rural Bank,RRB-A3A429C8,REGIONAL_RURAL_BANK,,,ecbd4218-d523-433a-a506-8711f13416aa,Mizoram Rural Bank,MATCH_LEVEL_2,0.98,Exact canonical name match: Mizoram Rural Bank
ffd17427-6d9b-4b9c-aeb6-c12ef765dadc,Anik Financial Services Private Limited,NBFC_MFI-7516BC41,MICRO_FINANCE_INSTITUTION,,,6a975be1-3ced-4216-b67a-f75e824b9a53,Anik Financial Services Pvt Ltd,MATCH_LEVEL_2,0.98,Exact canonical name match: Anik Financial Services Pvt Ltd
86c52401-df0c-4361-8cff-e658db2a9c86,Grameen Development & Finance Regd.Office: ‘Sahyadri Building” Private Limited,NBFC_MFI-00055867,MICRO_FINANCE_INSTITUTION,,,437548f5-fed8-4a9c-95fa-88706d196c85,Grameen Development & Finance Pvt Ltd,MATCH_LEVEL_3,0.92,"Normalized name match with Grameen Development & Finance Pvt Ltd (Type: NBFC_MFI, State: None)"
d269101c-5073-4fcd-b4cb-fa5f182989f7,ASA International Microfinance Ltd.,NBFC_MFI-486BB9C8,MICRO_FINANCE_INSTITUTION,,,584f6246-8475-4dc7-a0b6-bc3399054e71,ASA International India Microfinance Ltd,MATCH_LEVEL_4,0.88,Official alias match 'ASA International Microfinance Ltd.' -> ASA International India Microfinance Ltd (Source: ROC_FILING)
f372319a-aee2-4da8-84c3-8e33728dd2d5,Midland Microfin Ltd.,NBFC_MFI-48FB7C9D,MICRO_FINANCE_INSTITUTION,,,b9c40f2f-dcb9-463c-8849-7b5fff95402e,Midland Microfin Ltd,MATCH_LEVEL_2,0.98,Exact canonical name match: Midland Microfin Ltd
efec3e19-1ab8-4be8-b910-80b3402706d3,Satin Creditcare Network Ltdl.,NBFC_MFI-A68682C0,MICRO_FINANCE_INSTITUTION,,,42ae1187-d543-484c-9ebb-a3f46b9e3945,Satin Creditcare Network Ltd,MATCH_LEVEL_3,0.92,"Normalized name match with Satin Creditcare Network Ltd (Type: NBFC_MFI, State: None)"
d79ae139-660f-4f51-ad35-9a58282bffcb,Pahal Financial Services Pvt. Ltd.,NBFC_MFI-3ED74E1A,MICRO_FINANCE_INSTITUTION,,,fcc067ac-63e4-4f01-bcc0-3a025cd50ad3,Pahal Financial Services Pvt Ltd,MATCH_LEVEL_2,0.98,Exact canonical name match: Pahal Financial Services Pvt Ltd
9b05cbeb-1a9f-4f46-86d7-6ca2ff484d02,Vector Finance PVT LTD RO-K7/110,NBFC_MFI-0A7D6041,MICRO_FINANCE_INSTITUTION,,,912faca7-b7ba-4678-8080-06e8ea41453a,Vector Finance Pvt Ltd,MATCH_LEVEL_3,0.92,"Normalized name match with Vector Finance Pvt Ltd (Type: NBFC_MFI, State: None)"
915f2d22-33f0-40ed-bdb3-e21b865d3fed,Shri Mahila Sewa Sahakari Bank Ltd,COOPERATIVE_BANK-1878CA4C,FINANCIAL_INSTITUTION,,,1d81de8b-ed69-4a55-8895-796ac580c2ed,Shri Mahila Sewa Sahakari Bank Ltd,MATCH_LEVEL_2,0.98,Exact canonical name match: Shri Mahila Sewa Sahakari Bank Ltd
550a49a8-7745-4489-9ac9-f314c84d80ee,Konoklata mahila Urban Cooperative,COOPERATIVE_BANK-FF665773,FINANCIAL_INSTITUTION,,,0baa2777-a765-4800-8e17-db93bd73cbca,Konoklata Mahila Urban Cooperative Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Konoklata Mahila Urban Cooperative Bank (Type: COOPERATIVE_BANK, State: None)"
29590057-7353-4880-b74a-a985e2948dc6,Assam North Eastern Development Finance Corporation Ltd. (NEDFi),OTHER_AGENCY-15348A12,FINANCIAL_INSTITUTION,,,34a06361-caa9-453d-82aa-0acd39991ad3,North Eastern Development Finance Corporation Ltd (NEDFi),MATCH_LEVEL_3,0.92,"Normalized name match with North Eastern Development Finance Corporation Ltd (NEDFi) (Type: STATE_CHANNELIZING_AGENCY, State: None)"
b074d6cf-82f0-40e8-be0b-a669ca419b33,Jharkhand Jharkhand Silk Textile & Handicraft Development Corporation Ltd.,OTHER_AGENCY-A4F99093,FINANCIAL_INSTITUTION,,,e0617d4b-4764-460e-8641-68fa5223c93d,Jharkhand Silk Textile & Handicraft Development Corporation Ltd (JHARCRAFT),MATCH_LEVEL_4,0.88,Official alias match 'Jharkhand Jharkhand Silk Textile & Handicraft Development Corporation Ltd.' -> Jharkhand Silk Textile & Handicraft Development Corporation Ltd (JHARCRAFT) (Source: JH_GOVERNMENT_DIRECTORY)
36b0941b-de2b-4784-8f45-a833973a1818,SIDBI Small Industries Development Bank of India,OTHER_AGENCY-641A422A,FINANCIAL_INSTITUTION,,,b4d52ae5-0b16-4d39-b35e-d826dd598073,Bank of India,MATCH_LEVEL_3,0.92,"Normalized name match with Bank of India (Type: PUBLIC_SECTOR_BANK, State: None)"
be4c480d-2aea-4e4b-b48b-a06fb425c677,AU small finance bank,SMALL_FINANCE_BANK-C7D9F229,FINANCIAL_INSTITUTION,,,ce2d1d28-7403-4dab-8402-ccc3d005b7a2,AU Small Finance Bank,MATCH_LEVEL_2,0.98,Exact canonical name match: AU Small Finance Bank
394c1244-ced5-4681-8195-47fc0f53d124,Ujjiwan Small Finance Bank Small Finance Bank- 02,SMALL_FINANCE_BANK-2C8A70B8,FINANCIAL_INSTITUTION,,,0c4ee875-0bc5-4200-9fda-945e487c3f1c,Ujjivan Small Finance Bank,MATCH_LEVEL_4,0.88,Official alias match 'Ujjiwan Small Finance Bank Small Finance Bank- 02' -> Ujjivan Small Finance Bank (Source: RBI_DIRECTORY)
c30f1d8c-df01-4717-ae7f-a4727b503ff4,Streenidhi,COOPERATIVE_SOCIETY-B47F5EE2,FINANCIAL_INSTITUTION,,,24617c95-a055-46f8-bc98-442093943bcd,Streenidhi Credit Cooperative Federation Ltd,MATCH_LEVEL_3,0.92,"Normalized name match with Streenidhi Credit Cooperative Federation Ltd (Type: COOPERATIVE_BANK, State: None)"
86999842-c677-4406-a501-48eb9e76fabd,Streenidhi AP,COOPERATIVE_SOCIETY-3D5EC146,FINANCIAL_INSTITUTION,,,24617c95-a055-46f8-bc98-442093943bcd,Streenidhi Credit Cooperative Federation Ltd,MATCH_LEVEL_4,0.88,Official alias match 'Streenidhi' -> Streenidhi Credit Cooperative Federation Ltd (Source: COOPERATIVE_REGISTRAR)
PARTNER-GKP-KVIC-01,Khadi and Village Industries Commission (KVIC) Divisional Office Gorakhpur,KVIC-GKP-01,COMMISSION_OFFICE,Uttar Pradesh,Gorakhpur,c1027d29-c8ac-4950-8c74-7e008ec114aa,Khadi and Village Industries Commission (KVIC),MATCH_LEVEL_3,0.92,"Normalized name match with Khadi and Village Industries Commission (KVIC) (Type: STATUTORY_COMMISSION, State: Uttar Pradesh)"
PARTNER-GKP-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Gorakhpur,DIC-GKP-01,DISTRICT_INDUSTRIES_CENTRE,Uttar Pradesh,Gorakhpur,fd1004e3-9c38-4f44-a56c-4d0f5216b180,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries and Enterprise Promotion Centre (DIC)' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY)
PARTNER-GKP-UPSCFDC-01,Uttar Pradesh Scheduled Caste Finance and Development Corporation (UPSCFDC) Gorakhpur,UPSCFDC-GKP-01,STATE_CHANNELIZING_AGENCY,Uttar Pradesh,Gorakhpur,54123504-9d7d-4d75-9bc3-667de7c51219,Uttar Pradesh Scheduled Caste Finance and Development Corporation (UPSCFDC),MATCH_LEVEL_3,0.92,"Normalized name match with Uttar Pradesh Scheduled Caste Finance and Development Corporation (UPSCFDC) (Type: STATE_CHANNELIZING_AGENCY, State: Uttar Pradesh)"
PARTNER-GKP-RSETI-01,State Bank of India Rural Self Employment Training Institute (SBI RSETI) Gorakhpur,RSETI-SBI-GKP-01,RSETI_TRAINING_INSTITUTE,Uttar Pradesh,Gorakhpur,65299857-e0be-4559-af6a-ebede72a395b,State Bank of India,MATCH_LEVEL_5,0.75,Conservative brand identifier match for 'STATE BANK OF INDIA' -> State Bank of India
PARTNER-GKP-BOB-01,Bank of Baroda MSME Branch Gorakhpur,BOB-MSME-GKP-01,PUBLIC_SECTOR_BANK,Uttar Pradesh,Gorakhpur,0c6e500b-3339-4ac4-b3e5-e912298ef915,Bank of Baroda,MATCH_LEVEL_3,0.92,"Normalized name match with Bank of Baroda (Type: PUBLIC_SECTOR_BANK, State: Uttar Pradesh)"
PARTNER-GKP-CBI-01,Central Bank of India Main Branch Gorakhpur,CBI-GKP-01,PUBLIC_SECTOR_BANK,Uttar Pradesh,Gorakhpur,f21de982-9af4-4be8-b149-9482425ea313,Central Bank of India,MATCH_LEVEL_3,0.92,"Normalized name match with Central Bank of India (Type: PUBLIC_SECTOR_BANK, State: Uttar Pradesh)"
PARTNER-GKP-IB-01,Indian Bank Main Branch Gorakhpur,IB-GKP-01,PUBLIC_SECTOR_BANK,Uttar Pradesh,Gorakhpur,373beea7-12f9-4000-8831-dc92fcdb9b58,Indian Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Indian Bank (Type: PUBLIC_SECTOR_BANK, State: Uttar Pradesh)"
PARTNER-GKP-PNB-01,Punjab National Bank Circle Office & Branch Gorakhpur,PNB-GKP-01,PUBLIC_SECTOR_BANK,Uttar Pradesh,Gorakhpur,8343702e-7c86-4099-b951-4d8d7bceb7d2,Punjab National Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Punjab National Bank (Type: PUBLIC_SECTOR_BANK, State: Uttar Pradesh)"
PARTNER-GKP-UBI-01,Union Bank of India Regional Office & Branch Gorakhpur,UBI-GKP-01,PUBLIC_SECTOR_BANK,Uttar Pradesh,Gorakhpur,a391f106-5058-4b61-b176-815358c50062,Union Bank of India,MATCH_LEVEL_3,0.92,"Normalized name match with Union Bank of India (Type: PUBLIC_SECTOR_BANK, State: Uttar Pradesh)"
PARTNER-GKP-CNRB-01,Canara Bank MSME Sulabh Branch Gorakhpur,CNRB-MSME-GKP-01,PUBLIC_SECTOR_BANK,Uttar Pradesh,Gorakhpur,5a22ac6a-d382-4b44-9789-6026960971af,Canara Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Canara Bank (Type: PUBLIC_SECTOR_BANK, State: Uttar Pradesh)"
PARTNER-UP-LKO-UPSCFDC-01,Uttar Pradesh Scheduled Caste Finance and Development Corporation (UPSCFDC) Head Office,UPSCFDC-HQ-LKO,STATE_CHANNELIZING_AGENCY,Uttar Pradesh,Lucknow,54123504-9d7d-4d75-9bc3-667de7c51219,Uttar Pradesh Scheduled Caste Finance and Development Corporation (UPSCFDC),MATCH_LEVEL_2,0.98,Exact canonical name match: Uttar Pradesh Scheduled Caste Finance and Development Corporation (UPSCFDC)
PARTNER-UP-LKO-KVIC-01,Khadi and Village Industries Commission (KVIC) State Office Lucknow,KVIC-SO-LKO,COMMISSION_OFFICE,Uttar Pradesh,Lucknow,c1027d29-c8ac-4950-8c74-7e008ec114aa,Khadi and Village Industries Commission (KVIC),MATCH_LEVEL_3,0.92,"Normalized name match with Khadi and Village Industries Commission (KVIC) (Type: STATUTORY_COMMISSION, State: Uttar Pradesh)"
PARTNER-UP-LKO-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Lucknow,DIC-LKO-01,DISTRICT_INDUSTRIES_CENTRE,Uttar Pradesh,Lucknow,fd1004e3-9c38-4f44-a56c-4d0f5216b180,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries and Enterprise Promotion Centre (DIC)' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY)
PARTNER-UP-LKO-SIDBI-01,Small Industries Development Bank of India (SIDBI) Head Office,SIDBI-HO-LKO,STATUTORY_FINANCIAL_CORPORATION,Uttar Pradesh,Lucknow,d1b86fad-58c7-4170-a088-004d045a8da5,Small Industries Development Bank of India (SIDBI),MATCH_LEVEL_2,0.98,Exact canonical name match: Small Industries Development Bank of India (SIDBI)
PARTNER-UP-VNS-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Varanasi,DIC-VNS-01,DISTRICT_INDUSTRIES_CENTRE,Uttar Pradesh,Varanasi,fd1004e3-9c38-4f44-a56c-4d0f5216b180,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries and Enterprise Promotion Centre (DIC)' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY)
PARTNER-UP-VNS-UPSCFDC-01,Uttar Pradesh Scheduled Caste Finance and Development Corporation (UPSCFDC) Varanasi,UPSCFDC-VNS-01,STATE_CHANNELIZING_AGENCY,Uttar Pradesh,Varanasi,54123504-9d7d-4d75-9bc3-667de7c51219,Uttar Pradesh Scheduled Caste Finance and Development Corporation (UPSCFDC),MATCH_LEVEL_3,0.92,"Normalized name match with Uttar Pradesh Scheduled Caste Finance and Development Corporation (UPSCFDC) (Type: STATE_CHANNELIZING_AGENCY, State: Uttar Pradesh)"
PARTNER-UP-VNS-UBI-01,Union Bank of India MSME Branch Varanasi,UBI-MSME-VNS-01,PUBLIC_SECTOR_BANK,Uttar Pradesh,Varanasi,a391f106-5058-4b61-b176-815358c50062,Union Bank of India,MATCH_LEVEL_3,0.92,"Normalized name match with Union Bank of India (Type: PUBLIC_SECTOR_BANK, State: Uttar Pradesh)"
PARTNER-UP-DEO-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Deoria,DIC-DEO-01,DISTRICT_INDUSTRIES_CENTRE,Uttar Pradesh,Deoria,fd1004e3-9c38-4f44-a56c-4d0f5216b180,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries and Enterprise Promotion Centre (DIC)' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY)
PARTNER-UP-DEO-UPSCFDC-01,Uttar Pradesh Scheduled Caste Finance and Development Corporation (UPSCFDC) Deoria,UPSCFDC-DEO-01,STATE_CHANNELIZING_AGENCY,Uttar Pradesh,Deoria,54123504-9d7d-4d75-9bc3-667de7c51219,Uttar Pradesh Scheduled Caste Finance and Development Corporation (UPSCFDC),MATCH_LEVEL_3,0.92,"Normalized name match with Uttar Pradesh Scheduled Caste Finance and Development Corporation (UPSCFDC) (Type: STATE_CHANNELIZING_AGENCY, State: Uttar Pradesh)"
PARTNER-UP-KUS-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Kushinagar,DIC-KUS-01,DISTRICT_INDUSTRIES_CENTRE,Uttar Pradesh,Kushinagar,fd1004e3-9c38-4f44-a56c-4d0f5216b180,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries and Enterprise Promotion Centre (DIC)' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY)
PARTNER-UP-BST-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Basti,DIC-BST-01,DISTRICT_INDUSTRIES_CENTRE,Uttar Pradesh,Basti,fd1004e3-9c38-4f44-a56c-4d0f5216b180,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries and Enterprise Promotion Centre (DIC)' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY)
PARTNER-UP-PRY-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Prayagraj,DIC-PRY-01,DISTRICT_INDUSTRIES_CENTRE,Uttar Pradesh,Prayagraj,fd1004e3-9c38-4f44-a56c-4d0f5216b180,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries and Enterprise Promotion Centre (DIC)' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY)
PARTNER-UP-KNP-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Kanpur Nagar,DIC-KNP-01,DISTRICT_INDUSTRIES_CENTRE,Uttar Pradesh,Kanpur Nagar,fd1004e3-9c38-4f44-a56c-4d0f5216b180,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries and Enterprise Promotion Centre (DIC)' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY)
a8acf321-79fc-4c4f-8625-f53474865bfc,State Bank of India (SBI) Corporate Centre,PSB-SBI-MUM-01,PSB,Maharashtra,Mumbai City,65299857-e0be-4559-af6a-ebede72a395b,State Bank of India,MATCH_LEVEL_3,0.92,"Normalized name match with State Bank of India (Type: PUBLIC_SECTOR_BANK, State: Maharashtra)"
bd179031-c8fc-4128-971f-1d1ca1ae4124,State Bank of India (SBI) Local Head Office New Delhi,PSB-SBI-NDL-01,PSB,Delhi,New Delhi,65299857-e0be-4559-af6a-ebede72a395b,State Bank of India,MATCH_LEVEL_3,0.92,"Normalized name match with State Bank of India (Type: PUBLIC_SECTOR_BANK, State: Delhi)"
291c9ff8-4923-4674-a1ad-96fa10befc1e,Punjab National Bank (PNB) Corporate Head Office,PSB-PNB-NDL-01,PSB,Delhi,South West Delhi,8343702e-7c86-4099-b951-4d8d7bceb7d2,Punjab National Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Punjab National Bank (Type: PUBLIC_SECTOR_BANK, State: Delhi)"
8d5a93b3-8557-40fc-9273-7f45ed254db0,Bank of Baroda Head Office (Baroda Bhavan),PSB-BOB-BRD-01,PSB,Gujarat,Vadodara,0c6e500b-3339-4ac4-b3e5-e912298ef915,Bank of Baroda,MATCH_LEVEL_3,0.92,"Normalized name match with Bank of Baroda (Type: PUBLIC_SECTOR_BANK, State: Gujarat)"
6e673f7e-34db-4c33-9d25-1acc9131293e,Canara Bank Head Office Bengaluru,PSB-CAN-BLR-01,PSB,Karnataka,Bengaluru Urban,5a22ac6a-d382-4b44-9789-6026960971af,Canara Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Canara Bank (Type: PUBLIC_SECTOR_BANK, State: Karnataka)"
3f79f6a3-4910-4755-8a65-7e0300385eaf,Union Bank of India Corporate Head Office,PSB-UBI-MUM-01,PSB,Maharashtra,Mumbai City,a391f106-5058-4b61-b176-815358c50062,Union Bank of India,MATCH_LEVEL_3,0.92,"Normalized name match with Union Bank of India (Type: PUBLIC_SECTOR_BANK, State: Maharashtra)"
55851068-928d-458d-a56e-3432a3a8e4e5,Indian Bank Corporate Head Office Chennai,PSB-INDB-CHE-01,PSB,Tamil Nadu,Chennai,373beea7-12f9-4000-8831-dc92fcdb9b58,Indian Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Indian Bank (Type: PUBLIC_SECTOR_BANK, State: Tamil Nadu)"
c0d66564-e402-4c27-8540-d5ac1a42a82a,UCO Bank Head Office Kolkata,PSB-UCO-KOL-01,PSB,West Bengal,Kolkata,b995ce89-9915-4a8c-94fb-854e23ad9a1d,UCO Bank,MATCH_LEVEL_3,0.92,"Normalized name match with UCO Bank (Type: PUBLIC_SECTOR_BANK, State: West Bengal)"
2f0a574e-acc7-4398-8247-8687e140db53,Bank of Maharashtra Central Office Pune,PSB-BOM-PUN-01,PSB,Maharashtra,Pune,239975e2-2830-4a09-b2cc-b8253bc03590,Bank of Maharashtra,MATCH_LEVEL_3,0.92,"Normalized name match with Bank of Maharashtra (Type: PUBLIC_SECTOR_BANK, State: Maharashtra)"
d77b6201-e16c-48d4-8314-e34c700ebefa,Central Bank of India Corporate Office Mumbai,PSB-CBI-MUM-01,PSB,Maharashtra,Mumbai City,f21de982-9af4-4be8-b149-9482425ea313,Central Bank of India,MATCH_LEVEL_3,0.92,"Normalized name match with Central Bank of India (Type: PUBLIC_SECTOR_BANK, State: Maharashtra)"
c50302f2-bbda-4b5c-836c-6d17002f14e3,Aryavart Bank Head Office Lucknow,RRB-ARYA-LKO-01,RRB,Uttar Pradesh,Lucknow,73c56178-32de-4039-9722-616ebf12ccbc,Aryavart Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Aryavart Bank (Type: REGIONAL_RURAL_BANK, State: Uttar Pradesh)"
19fb0c28-2c97-4024-aca6-6e571161bc3d,Baroda U.P. Bank Head Office Gorakhpur,RRB-BUPB-GKP-01,RRB,Uttar Pradesh,Gorakhpur,6477720f-f578-4d7c-84fd-587aaa3ca68d,Baroda U.P. Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Baroda U.P. Bank (Type: REGIONAL_RURAL_BANK, State: Uttar Pradesh)"
472a9928-aaf0-41bc-b9b6-9a5f5d9dfdc9,Prathama UP Gramin Bank Head Office Moradabad,RRB-PRAT-MBD-01,RRB,Uttar Pradesh,Moradabad,a7a2dda3-20a0-47f8-a7f5-51b07f0d7ae5,Prathama U.P. Gramin Bank,MATCH_LEVEL_5,0.75,Conservative brand identifier match for 'PRATHAMA UP GRAMIN BANK' -> Prathama U.P. Gramin Bank
25ee9fd6-8642-43d4-a187-152a9c2b0c65,Maharashtra Gramin Bank Head Office Aurangabad,RRB-MGB-AUR-01,RRB,Maharashtra,Aurangabad,c180b76f-90ec-4022-8ce0-ba84b5deccc0,Maharashtra Gramin Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Maharashtra Gramin Bank (Type: REGIONAL_RURAL_BANK, State: Maharashtra)"
931413ae-84b2-451f-858d-600dbf3c2ef9,Saurashtra Gramin Bank Head Office Rajkot,RRB-SGB-RJK-01,RRB,Gujarat,Rajkot,bfe051ea-dbf8-45d7-a687-daf6fb0ee0e3,Saurashtra Gramin Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Saurashtra Gramin Bank (Type: REGIONAL_RURAL_BANK, State: Gujarat)"
a406c3cd-bc39-4e9f-8fe0-1da29749a481,Baroda Gujarat Gramin Bank Head Office Bharuch,RRB-BGGB-BHR-01,RRB,Gujarat,Bharuch,8d2afc9e-2265-4956-b31a-959d633c162e,Baroda Gujarat Gramin Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Baroda Gujarat Gramin Bank (Type: REGIONAL_RURAL_BANK, State: Gujarat)"
ab478a69-e0e5-4d92-ab29-61f91ec5eacd,Kerala Gramin Bank Head Office Malappuram,RRB-KGB-MAL-01,RRB,Kerala,Malappuram,0d863e51-0a65-4975-a3c2-956eacc13549,Kerala Gramin Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Kerala Gramin Bank (Type: REGIONAL_RURAL_BANK, State: Kerala)"
91ad1e32-7789-4b22-a4f0-a9b834d56c3e,Karnataka Vikas Grameena Bank Head Office Dharwad,RRB-KVGB-DHW-01,RRB,Karnataka,Dharwad,cf968b80-2540-4d8b-ac02-dd5fec627e1e,Karnataka Vikas Grameena Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Karnataka Vikas Grameena Bank (Type: REGIONAL_RURAL_BANK, State: Karnataka)"
953a6e5c-3ec7-4be6-aee7-94b24e212778,Tamil Nadu Grama Bank Head Office Salem,RRB-TNGB-SLM-01,RRB,Tamil Nadu,Salem,adf98f8c-e1e6-4502-b783-c453f17f5054,Tamil Nadu Grama Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Tamil Nadu Grama Bank (Type: REGIONAL_RURAL_BANK, State: Tamil Nadu)"
f026e577-0fe2-433e-ad3a-c2374014d1be,Paschim Banga Gramin Bank Head Office Howrah,RRB-PBGB-HWR-01,RRB,West Bengal,Howrah,83be5b43-abb3-44d9-952e-5fbcb1b84c57,Paschim Banga Gramin Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Paschim Banga Gramin Bank (Type: REGIONAL_RURAL_BANK, State: West Bengal)"
f60a9362-a7a0-41a7-9c4b-bd6df37ca45c,Madhya Pradesh Gramin Bank Head Office Indore,RRB-MPGB-IDR-01,RRB,Madhya Pradesh,Indore,940123ab-fe33-4cb4-be56-6addbe89d78e,Madhya Pradesh Gramin Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Madhya Pradesh Gramin Bank (Type: REGIONAL_RURAL_BANK, State: Madhya Pradesh)"
013954b9-8a2e-4f74-a538-82b40b7ce251,Sarva Haryana Gramin Bank Head Office Rohtak,RRB-SHGB-RTK-01,RRB,Haryana,Rohtak,80c64064-36b5-4e40-84ba-437c2276db47,Sarva Haryana Gramin Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Sarva Haryana Gramin Bank (Type: REGIONAL_RURAL_BANK, State: Haryana)"
74de50cc-1bad-4e37-8bd7-a2e8b42d8d8f,Uttarakhand Gramin Bank Head Office Dehradun,RRB-UKGB-DDN-01,RRB,Uttarakhand,Dehradun,d7b223b5-9fdc-483b-bf5c-cff7a3c2694e,Uttarakhand Gramin Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Uttarakhand Gramin Bank (Type: REGIONAL_RURAL_BANK, State: Uttarakhand)"
69c7275b-c894-41ac-af47-4dbb04a483e3,Dakshin Bihar Gramin Bank Head Office Patna,RRB-DBGB-PAT-01,RRB,Bihar,Patna,4de689ca-2163-4206-80b5-9621014eb4de,Dakshin Bihar Gramin Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Dakshin Bihar Gramin Bank (Type: REGIONAL_RURAL_BANK, State: Bihar)"
b0780f09-a418-4904-9f9d-9098d235e6ef,District Industries Centre (DIC) Ahmedabad,DIC-AHM-01,DISTRICT_INDUSTRIES_CENTRE,Gujarat,Ahmedabad,fd1004e3-9c38-4f44-a56c-4d0f5216b180,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries Centre' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY)
e0b9d7a0-177e-49d4-aed9-135b67c61627,District Industries Centre (DIC) Surat,DIC-SUR-01,DISTRICT_INDUSTRIES_CENTRE,Gujarat,Surat,fd1004e3-9c38-4f44-a56c-4d0f5216b180,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries Centre' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY)
b7633fa6-9463-4167-b0d5-da1409d006eb,District Industries Centre (DIC) Pune,DIC-PUN-01,DISTRICT_INDUSTRIES_CENTRE,Maharashtra,Pune,fd1004e3-9c38-4f44-a56c-4d0f5216b180,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries Centre' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY)
890133fd-5767-4f53-bba8-e75b7cdae649,District Industries Centre (DIC) Chennai,DIC-CHE-01,DISTRICT_INDUSTRIES_CENTRE,Tamil Nadu,Chennai,fd1004e3-9c38-4f44-a56c-4d0f5216b180,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries Centre' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY)
