partner_id,partner_name,institution_type,matched_entity,match_level,confidence,reason,financial_data_attached
189b1288-c344-413b-9ba0-48286c277234,Delhi SC/ST/OBC/Minorities & Handicapped Financial & Development Corporation (DSFDC),STATE_CHANNELIZING_AGENCY,Delhi SC/ST/OBC/Minorities & Handicapped Financial & Development Corporation (DSFDC),MATCH_LEVEL_2,0.98,Exact canonical name match: Delhi SC/ST/OBC/Minorities & Handicapped Financial & Development Corporation (DSFDC),True
b0780f09-a418-4904-9f9d-9098d235e6ef,District Industries Centre (DIC) Ahmedabad,DISTRICT_INDUSTRIES_CENTRE,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries Centre' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY),True
39c193fc-57f1-441f-88d0-58ebd5f5dd22,District Industries Centre (DIC) Bhopal,DISTRICT_INDUSTRIES_CENTRE,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries Centre' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY),True
890133fd-5767-4f53-bba8-e75b7cdae649,District Industries Centre (DIC) Chennai,DISTRICT_INDUSTRIES_CENTRE,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries Centre' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY),True
c5ec7432-bce5-4554-9d92-285d1d08ccdc,District Industries Centre (DIC) Dehradun,DISTRICT_INDUSTRIES_CENTRE,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries Centre' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY),True
cc035016-31de-48f8-8c45-ab1b64b80fe4,District Industries Centre (DIC) Ernakulam,DISTRICT_INDUSTRIES_CENTRE,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries Centre' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY),True
83ad80b2-aa7f-4ff0-a8eb-c9ac15fbad07,District Industries Centre (DIC) Kolkata / Sub-Urban,DISTRICT_INDUSTRIES_CENTRE,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries Centre' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY),True
b7633fa6-9463-4167-b0d5-da1409d006eb,District Industries Centre (DIC) Pune,DISTRICT_INDUSTRIES_CENTRE,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries Centre' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY),True
e0b9d7a0-177e-49d4-aed9-135b67c61627,District Industries Centre (DIC) Surat,DISTRICT_INDUSTRIES_CENTRE,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries Centre' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY),True
PARTNER-UP-BST-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Basti,DISTRICT_INDUSTRIES_CENTRE,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries and Enterprise Promotion Centre (DIC)' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY),True
PARTNER-UP-DEO-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Deoria,DISTRICT_INDUSTRIES_CENTRE,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries and Enterprise Promotion Centre (DIC)' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY),True
PARTNER-GKP-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Gorakhpur,DISTRICT_INDUSTRIES_CENTRE,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries and Enterprise Promotion Centre (DIC)' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY),True
PARTNER-UP-KNP-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Kanpur Nagar,DISTRICT_INDUSTRIES_CENTRE,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries and Enterprise Promotion Centre (DIC)' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY),True
PARTNER-UP-KUS-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Kushinagar,DISTRICT_INDUSTRIES_CENTRE,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries and Enterprise Promotion Centre (DIC)' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY),True
PARTNER-UP-LKO-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Lucknow,DISTRICT_INDUSTRIES_CENTRE,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries and Enterprise Promotion Centre (DIC)' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY),True
PARTNER-UP-PRY-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Prayagraj,DISTRICT_INDUSTRIES_CENTRE,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries and Enterprise Promotion Centre (DIC)' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY),True
PARTNER-UP-VNS-DIC-01,District Industries and Enterprise Promotion Centre (DIC) Varanasi,DISTRICT_INDUSTRIES_CENTRE,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'District Industries and Enterprise Promotion Centre (DIC)' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY),True
339d5f7b-21e0-4f73-9e2b-2270302ab714,District MSME Centre / DIC Gurugram,DISTRICT_INDUSTRIES_CENTRE,Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network,MATCH_LEVEL_4,0.88,Official alias match 'DIC' -> Directorate of Industries & Enterprise Promotion / District Industries Centre (DIC) Network (Source: MSME_DIRECTORY),True
83e1a44f-6b62-420f-b37e-71700e5f7a97,District e-Governance Society / CSC Kendra Lucknow,CSC,CSC e-Governance Services India Limited,MATCH_LEVEL_4,0.88,Official alias match 'CSC' -> CSC e-Governance Services India Limited (Source: MEITY_DIRECTORY),True
e9dc42d4-3261-483d-acb5-2cfee16da6b4,District e-Governance Society / CSC Kendriya Seva Kendra Gorakhpur,CSC,CSC e-Governance Services India Limited,MATCH_LEVEL_4,0.88,Official alias match 'CSC' -> CSC e-Governance Services India Limited (Source: MEITY_DIRECTORY),True
8614d134-c945-455f-a10f-52faaf4528d6,Goa State SCs & OBCs Finance & Development Corporation Ltd,STATE_CHANNELIZING_AGENCY,NONE,UNMATCHED,0.00,No verified statutory entity could be matched with confidence >= 0.70 for 'Goa State SCs & OBCs Finance & Development Corporation Ltd',False
86c52401-df0c-4361-8cff-e658db2a9c86,Grameen Development & Finance Regd.Office: ‘Sahyadri Building” Private Limited,MICRO_FINANCE_INSTITUTION,Grameen Development & Finance Pvt Ltd,MATCH_LEVEL_3,0.92,"Normalized name match with Grameen Development & Finance Pvt Ltd (Type: NBFC_MFI, State: None)",True
aab58822-6a2a-4e27-a6c5-17db9d5d9bf1,Gujarat Backward Classes Development Corporation (GBCC),STATE_CHANNELIZING_AGENCY,NONE,UNMATCHED,0.00,No verified statutory entity could be matched with confidence >= 0.70 for 'Gujarat Backward Classes Development Corporation (GBCC)',False
cb7c564b-c5ef-4fff-a75c-bfbc7983c361,Gujarat Dr. Ambedkar Antyodaya Vikas Nigam,STATE_CHANNELIZING_AGENCY,NONE,UNMATCHED,0.00,No verified statutory entity could be matched with confidence >= 0.70 for 'Gujarat Dr. Ambedkar Antyodaya Vikas Nigam',False
f47cb8f9-21b8-4d27-8491-1e24df1d7532,Gujarat Gramin Bank,REGIONAL_RURAL_BANK,Baroda Gujarat Gramin Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Baroda Gujarat Gramin Bank (Type: REGIONAL_RURAL_BANK, State: Gujarat)",True
bf015c66-70cb-4897-a5f2-9edcf0d746a7,Gujarat Thakor and Koli Vikas Nigam,SCA,Gujarat Thakor and Koli Vikas Nigam,MATCH_LEVEL_2,0.98,Exact canonical name match: Gujarat Thakor and Koli Vikas Nigam,True
165c4ba3-2656-4780-818f-df61de0a4c53,Haryana Backward Classes and Economically Weaker Sections Kalyan Nigam (HBCKN),SCA,Haryana Backward Classes and Economically Weaker Sections Kalyan Nigam (HBCKN),MATCH_LEVEL_2,0.98,Exact canonical name match: Haryana Backward Classes and Economically Weaker Sections Kalyan Nigam (HBCKN),True
cc8d994c-c55f-4332-913b-d5f6572be3be,Haryana Gramin Bank,REGIONAL_RURAL_BANK,Sarva Haryana Gramin Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Sarva Haryana Gramin Bank (Type: REGIONAL_RURAL_BANK, State: Haryana)",True
770c5734-6c1a-4bbb-8f19-8514566ca5d3,Haryana Scheduled Castes Finance & Development Corporation (HSCFDC),STATE_CHANNELIZING_AGENCY,NONE,UNMATCHED,0.00,No verified statutory entity could be matched with confidence >= 0.70 for 'Haryana Scheduled Castes Finance & Development Corporation (HSCFDC)',False
58487a38-6433-4c77-81c6-f8ab3b8ce1ac,Himachal Pradesh Gramin Bank,REGIONAL_RURAL_BANK,Himachal Pradesh Gramin Bank,MATCH_LEVEL_2,0.98,Exact canonical name match: Himachal Pradesh Gramin Bank,True
52e9ebf5-1da3-4d64-a4d4-dfe3172aa4c9,Himachal Pradesh SCs & STs Development Corporation,STATE_CHANNELIZING_AGENCY,NONE,UNMATCHED,0.00,No verified statutory entity could be matched with confidence >= 0.70 for 'Himachal Pradesh SCs & STs Development Corporation',False
55851068-928d-458d-a56e-3432a3a8e4e5,Indian Bank Corporate Head Office Chennai,PSB,Indian Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Indian Bank (Type: PUBLIC_SECTOR_BANK, State: Tamil Nadu)",True
3414ceb1-e997-485e-843a-4d15ec6215f5,Indian Bank Corporate Office,PUBLIC_SECTOR_BANK,Indian Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Indian Bank (Type: PUBLIC_SECTOR_BANK, State: None)",True
PARTNER-GKP-IB-01,Indian Bank Main Branch Gorakhpur,PUBLIC_SECTOR_BANK,Indian Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Indian Bank (Type: PUBLIC_SECTOR_BANK, State: Uttar Pradesh)",True
87abb5d7-3ef5-4af8-b24e-0f53e22754ec,Indian Overseas Bank,PUBLIC_SECTOR_BANK,Indian Overseas Bank,MATCH_LEVEL_2,0.98,Exact canonical name match: Indian Overseas Bank,True
28f208ea-a70a-49dd-910e-4b9ea8d9e083,J&K Grameen Bank M.T.C Building,REGIONAL_RURAL_BANK,Jammu & Kashmir Grameen Bank,MATCH_LEVEL_4,0.88,Official alias match 'J&K Grameen Bank M.T.C Building' -> Jammu & Kashmir Grameen Bank (Source: GOVERNMENT_DIRECTORY),True
e1cc87cf-d86f-4e7d-80fa-385d728a5162,Jammu & J&K SCs,STATE_CHANNELIZING_AGENCY,NONE,UNMATCHED,0.00,No verified statutory entity could be matched with confidence >= 0.70 for 'Jammu & J&K SCs',False
e5ac60bc-a632-4eee-8aba-855547cd0822,Jharkhand Gramin Bank,REGIONAL_RURAL_BANK,Jharkhand Rajya Gramin Bank,MATCH_LEVEL_4,0.88,Official alias match 'Jharkhand Gramin Bank' -> Jharkhand Rajya Gramin Bank (Source: GOVERNMENT_DIRECTORY),True
b074d6cf-82f0-40e8-be0b-a669ca419b33,Jharkhand Jharkhand Silk Textile & Handicraft Development Corporation Ltd.,FINANCIAL_INSTITUTION,Jharkhand Silk Textile & Handicraft Development Corporation Ltd (JHARCRAFT),MATCH_LEVEL_4,0.88,Official alias match 'Jharkhand Jharkhand Silk Textile & Handicraft Development Corporation Ltd.' -> Jharkhand Silk Textile & Handicraft Development Corporation Ltd (JHARCRAFT) (Source: JH_GOVERNMENT_DIRECTORY),True
1ceb05db-1433-467a-b926-ec06038ad405,Jharkhand Jharkhand State Scheduled Kalyan Complex,STATE_CHANNELIZING_AGENCY,NONE,UNMATCHED,0.00,No verified statutory entity could be matched with confidence >= 0.70 for 'Jharkhand Jharkhand State Scheduled Kalyan Complex',False
98a9bb95-383b-4ecb-9aed-a019de786fee,Karnataka Dr B. R. Ambedkar Development 9th & 10th Floor,STATE_CHANNELIZING_AGENCY,NONE,UNMATCHED,0.00,No verified statutory entity could be matched with confidence >= 0.70 for 'Karnataka Dr B. R. Ambedkar Development 9th & 10th Floor',False
bb7c9f36-0a4c-4814-b3c1-0250b9366f85,Karnataka Grameena Bank,REGIONAL_RURAL_BANK,Karnataka Gramin Bank,MATCH_LEVEL_4,0.88,Official alias match 'Karnataka Grameena Bank' -> Karnataka Gramin Bank (Source: GOVERNMENT_DIRECTORY),True
91ad1e32-7789-4b22-a4f0-a9b834d56c3e,Karnataka Vikas Grameena Bank Head Office Dharwad,RRB,Karnataka Vikas Grameena Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Karnataka Vikas Grameena Bank (Type: REGIONAL_RURAL_BANK, State: Karnataka)",True
50c70175-3553-445b-9578-6a680c67aff9,Kerala Grameena Bank,REGIONAL_RURAL_BANK,Kerala Gramin Bank,MATCH_LEVEL_4,0.88,Official alias match 'Kerala Grameena Bank' -> Kerala Gramin Bank (Source: GOVERNMENT_DIRECTORY),True
ab478a69-e0e5-4d92-ab29-61f91ec5eacd,Kerala Gramin Bank Head Office Malappuram,RRB,Kerala Gramin Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Kerala Gramin Bank (Type: REGIONAL_RURAL_BANK, State: Kerala)",True
58bcc34e-99f9-41fe-9c7d-38b500334510,Kerala Kerala State Development Town Hall Road,STATE_CHANNELIZING_AGENCY,NONE,UNMATCHED,0.00,No verified statutory entity could be matched with confidence >= 0.70 for 'Kerala Kerala State Development Town Hall Road',False
2912fea1-7ade-4718-ae60-8fc9f81b4a1f,Kerala Kerala State Women's 1st Floor,STATE_CHANNELIZING_AGENCY,NONE,UNMATCHED,0.00,No verified statutory entity could be matched with confidence >= 0.70 for 'Kerala Kerala State Women's 1st Floor',False
3066c238-9e0d-4bc6-810b-2684b1d29755,Kerala State Backward Classes Development Corporation (KSBCDC),SCA,Kerala State Backward Classes Development Corporation (KSBCDC),MATCH_LEVEL_2,0.98,Exact canonical name match: Kerala State Backward Classes Development Corporation (KSBCDC),True
PARTNER-GKP-KVIC-01,Khadi and Village Industries Commission (KVIC) Divisional Office Gorakhpur,COMMISSION_OFFICE,Khadi and Village Industries Commission (KVIC),MATCH_LEVEL_3,0.92,"Normalized name match with Khadi and Village Industries Commission (KVIC) (Type: STATUTORY_COMMISSION, State: Uttar Pradesh)",True
PARTNER-UP-LKO-KVIC-01,Khadi and Village Industries Commission (KVIC) State Office Lucknow,COMMISSION_OFFICE,Khadi and Village Industries Commission (KVIC),MATCH_LEVEL_3,0.92,"Normalized name match with Khadi and Village Industries Commission (KVIC) (Type: STATUTORY_COMMISSION, State: Uttar Pradesh)",True
550a49a8-7745-4489-9ac9-f314c84d80ee,Konoklata mahila Urban Cooperative,FINANCIAL_INSTITUTION,Konoklata Mahila Urban Cooperative Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Konoklata Mahila Urban Cooperative Bank (Type: COOPERATIVE_BANK, State: None)",True
75d188ef-e8b3-4e4b-b401-3a5da0a92fb0,MP Backward Classes and Minorities Finance & Development Corporation,SCA,MP Backward Classes and Minorities Finance & Development Corporation,MATCH_LEVEL_2,0.98,Exact canonical name match: MP Backward Classes and Minorities Finance & Development Corporation,True
2953dda3-091d-4cdd-adf3-a8e107a178b8,Madhaya Pradesh Gramin Bank,REGIONAL_RURAL_BANK,Madhya Pradesh Gramin Bank,MATCH_LEVEL_4,0.88,Official alias match 'Madhaya Pradesh Gramin Bank' -> Madhya Pradesh Gramin Bank (Source: GOVERNMENT_DIRECTORY),True
f60a9362-a7a0-41a7-9c4b-bd6df37ca45c,Madhya Pradesh Gramin Bank Head Office Indore,RRB,Madhya Pradesh Gramin Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Madhya Pradesh Gramin Bank (Type: REGIONAL_RURAL_BANK, State: Madhya Pradesh)",True
54f6596e-69f1-41ca-8090-0e6c8692121c,Madhya Pradesh MP State Cooperative SC Rajiv Gandhi Bhawan,STATE_CHANNELIZING_AGENCY,NONE,UNMATCHED,0.00,No verified statutory entity could be matched with confidence >= 0.70 for 'Madhya Pradesh MP State Cooperative SC Rajiv Gandhi Bhawan',False
1e7f37a7-69fd-4606-8525-59838b47c79f,Maharashtra Gramin Bank,REGIONAL_RURAL_BANK,Maharashtra Gramin Bank,MATCH_LEVEL_2,0.98,Exact canonical name match: Maharashtra Gramin Bank,True
25ee9fd6-8642-43d4-a187-152a9c2b0c65,Maharashtra Gramin Bank Head Office Aurangabad,RRB,Maharashtra Gramin Bank,MATCH_LEVEL_3,0.92,"Normalized name match with Maharashtra Gramin Bank (Type: REGIONAL_RURAL_BANK, State: Maharashtra)",True
4ea26e3b-da54-48a3-b063-1619335523f3,Maharashtra Mahatma Phule BCs 1-N,STATE_CHANNELIZING_AGENCY,NONE,UNMATCHED,0.00,No verified statutory entity could be matched with confidence >= 0.70 for 'Maharashtra Mahatma Phule BCs 1-N',False
47750ff0-3233-49c9-af71-e35b5df6c19b,Maharashtra Sahityaratna Lokshahir New Administration Building No.2,STATE_CHANNELIZING_AGENCY,NONE,UNMATCHED,0.00,No verified statutory entity could be matched with confidence >= 0.70 for 'Maharashtra Sahityaratna Lokshahir New Administration Building No.2',False
5c1842c1-12b9-4ae2-82f9-588a7f7a5efb,Maharashtra Sant Rohidas Leather Industries Bombay Life Building,STATE_CHANNELIZING_AGENCY,NONE,UNMATCHED,0.00,No verified statutory entity could be matched with confidence >= 0.70 for 'Maharashtra Sant Rohidas Leather Industries Bombay Life Building',False
895ee555-d7d6-4528-baa3-f2f6e65a4971,Mahatma Phule Backward Class Development Corporation Ltd (MPBCDC),SCA,Mahatma Phule Backward Class Development Corporation Ltd (MPBCDC),MATCH_LEVEL_2,0.98,Exact canonical name match: Mahatma Phule Backward Class Development Corporation Ltd (MPBCDC),True
8c1e52d8-4794-4a67-bbe8-5491be1dba65,Manipur Manipur SCs & STs Co- Nambun Long,STATE_CHANNELIZING_AGENCY,NONE,UNMATCHED,0.00,No verified statutory entity could be matched with confidence >= 0.70 for 'Manipur Manipur SCs & STs Co- Nambun Long',False
7db7745d-c7ef-4a6a-b974-37cf81e3dcb0,Manipur Manipur Tribal Development Lamphelpat,STATE_CHANNELIZING_AGENCY,NONE,UNMATCHED,0.00,No verified statutory entity could be matched with confidence >= 0.70 for 'Manipur Manipur Tribal Development Lamphelpat',False
f5fbbb0c-4391-4d0d-9627-f8e0a3663099,Manipur Rural Bank,REGIONAL_RURAL_BANK,Manipur Rural Bank,MATCH_LEVEL_2,0.98,Exact canonical name match: Manipur Rural Bank,True
67c75e7a-ede3-4bdb-bd6e-34c9fd6e07e9,Meghalaya Meghalaya Cooperative Apex M.G. Road,STATE_CHANNELIZING_AGENCY,NONE,UNMATCHED,0.00,No verified statutory entity could be matched with confidence >= 0.70 for 'Meghalaya Meghalaya Cooperative Apex M.G. Road',False
553c210b-9d07-4f4b-9b06-9f441d31137f,Meghalaya Rural Bank,REGIONAL_RURAL_BANK,Meghalaya Rural Bank,MATCH_LEVEL_2,0.98,Exact canonical name match: Meghalaya Rural Bank,True
f372319a-aee2-4da8-84c3-8e33728dd2d5,Midland Microfin Ltd.,MICRO_FINANCE_INSTITUTION,Midland Microfin Ltd,MATCH_LEVEL_2,0.98,Exact canonical name match: Midland Microfin Ltd,True
db41c644-0f8b-498b-bb7a-6e34ece52c9e,Mizoram Mizoram Khadi & Village “Zorun” Zarkawt,STATE_CHANNELIZING_AGENCY,NONE,UNMATCHED,0.00,No verified statutory entity could be matched with confidence >= 0.70 for 'Mizoram Mizoram Khadi & Village “Zorun” Zarkawt',False
92aadc27-8e04-4a69-93dc-f4757630c217,Mizoram Mizoram Urban Cooperative Lawlsawmiliani Building (Top Development Bank,STATE_CHANNELIZING_AGENCY,NONE,UNMATCHED,0.00,No verified statutory entity could be matched with confidence >= 0.70 for 'Mizoram Mizoram Urban Cooperative Lawlsawmiliani Building (Top Development Bank',False
81510aa2-0a9a-455e-87d8-26dbbd5d4da2,Mizoram Rural Bank,REGIONAL_RURAL_BANK,Mizoram Rural Bank,MATCH_LEVEL_2,0.98,Exact canonical name match: Mizoram Rural Bank,True
12401b23-5a1c-4bd3-b854-07ca88dab8bb,Mumbai – 400 021,PUBLIC_SECTOR_BANK,NONE,UNMATCHED,0.00,No verified statutory entity could be matched with confidence >= 0.70 for 'Mumbai – 400 021',False
PARTNER-001,National SC/ST Hub Channelizing Agency,STATE_CHANNELIZING_AGENCY,NONE,UNMATCHED,0.00,No verified statutory entity could be matched with confidence >= 0.70 for 'National SC/ST Hub Channelizing Agency',False
fb35ad4b-04c8-493b-9577-5ce7cf565acf,Odisha Grameen Bank,REGIONAL_RURAL_BANK,Odisha Gramya Bank,MATCH_LEVEL_4,0.88,Official alias match 'Odisha Grameen Bank' -> Odisha Gramya Bank (Source: GOVERNMENT_DIRECTORY),True
