partner_id,partner_name,scheme_id,service_type,authorization_level,source_url,verification_status
7db7745d-c7ef-4a6a-b974-37cf81e3dcb0,Manipur Manipur Tribal Development Lamphelpat,SIH26092-012,FINANCING,SCHEME_ROUTE_VERIFIED,https://nsfdc.nic.in/storage/channel-partners/attachments/20260401_164458_Ip6UJm.pdf,VERIFIED_OFFICIAL
7db7745d-c7ef-4a6a-b974-37cf81e3dcb0,Manipur Manipur Tribal Development Lamphelpat,SIH26092-013,FINANCING,SCHEME_ROUTE_VERIFIED,https://nsfdc.nic.in/storage/channel-partners/attachments/20260401_164458_Ip6UJm.pdf,VERIFIED_OFFICIAL
7db7745d-c7ef-4a6a-b974-37cf81e3dcb0,Manipur Manipur Tribal Development Lamphelpat,SIH26092-014,FINANCING,SCHEME_ROUTE_VERIFIED,https://nsfdc.nic.in/storage/channel-partners/attachments/20260401_164458_Ip6UJm.pdf,VERIFIED_OFFICIAL
7db7745d-c7ef-4a6a-b974-37cf81e3dcb0,Manipur Manipur Tribal Development Lamphelpat,SIH26092-053,FINANCING,SCHEME_ROUTE_VERIFIED,https://nsfdc.nic.in/storage/channel-partners/attachments/20260401_164458_Ip6UJm.pdf,VERIFIED_OFFICIAL
7db7745d-c7ef-4a6a-b974-37cf81e3dcb0,Manipur Manipur Tribal Development Lamphelpat,SIH26092-054,FINANCING,SCHEME_ROUTE_VERIFIED,https://nsfdc.nic.in/storage/channel-partners/attachments/20260401_164458_Ip6UJm.pdf,VERIFIED_OFFICIAL
7db7745d-c7ef-4a6a-b974-37cf81e3dcb0,Manipur Manipur Tribal Development Lamphelpat,SIH26092-055,FINANCING,SCHEME_ROUTE_VERIFIED,https://nsfdc.nic.in/storage/channel-partners/attachments/20260401_164458_Ip6UJm.pdf,VERIFIED_OFFICIAL
7db7745d-c7ef-4a6a-b974-37cf81e3dcb0,Manipur Manipur Tribal Development Lamphelpat,SIH26092-056,FINANCING,SCHEME_ROUTE_VERIFIED,https://nsfdc.nic.in/storage/channel-partners/attachments/20260401_164458_Ip6UJm.pdf,VERIFIED_OFFICIAL
7dece241-4db8-48de-9be3-5719921ebbf0,Punjab National Bank,SIH26092-001,FINANCING,SCHEME_ROUTE_VERIFIED,https://nsfdc.nic.in/storage/channel-partners/attachments/20260408_100623_Bea3za.pdf,VERIFIED_OFFICIAL
7dece241-4db8-48de-9be3-5719921ebbf0,Punjab National Bank,SIH26092-002,FINANCING,SCHEME_ROUTE_VERIFIED,https://nsfdc.nic.in/storage/channel-partners/attachments/20260408_100623_Bea3za.pdf,VERIFIED_OFFICIAL
7dece241-4db8-48de-9be3-5719921ebbf0,Punjab National Bank,SIH26092-003,FINANCING,SCHEME_ROUTE_VERIFIED,https://nsfdc.nic.in/storage/channel-partners/attachments/20260408_100623_Bea3za.pdf,VERIFIED_OFFICIAL
7dece241-4db8-48de-9be3-5719921ebbf0,Punjab National Bank,SIH26092-053,FINANCING,SCHEME_ROUTE_VERIFIED,https://nsfdc.nic.in/storage/channel-partners/attachments/20260408_100623_Bea3za.pdf,VERIFIED_OFFICIAL
7dece241-4db8-48de-9be3-5719921ebbf0,Punjab National Bank,SIH26092-055,FINANCING,SCHEME_ROUTE_VERIFIED,https://nsfdc.nic.in/storage/channel-partners/attachments/20260408_100623_Bea3za.pdf,VERIFIED_OFFICIAL
