partner_id,partner_name,institution_type,partner_category,source_url,source_type,verification_date,verified_fields,verification_status
db41c644-0f8b-498b-bb7a-6e34ece52c9e,Mizoram Mizoram Khadi & Village “Zorun” Zarkawt,STATE_CHANNELIZING_AGENCY,AUTHORIZED_SCHEME_PARTNER,https://nsfdc.nic.in/storage/channel-partners/attachments/20260401_164458_Ip6UJm.pdf,STATE/UT-WISE LIST OF STATE CHANNELISING AGENCIES,2026-09-01,"name,institution_type,category,source_url,verification_status",VERIFIED_OFFICIAL
df3569c4-dd81-48df-82e1-3fa9df8c5ebc,Odisha Odisha SCs & STs Dev. Finance Lewis Road,STATE_CHANNELIZING_AGENCY,AUTHORIZED_SCHEME_PARTNER,https://nsfdc.nic.in/storage/channel-partners/attachments/20260401_164458_Ip6UJm.pdf,SCA,2026-09-01,"name,institution_type,category,source_url,verification_status",VERIFIED_OFFICIAL
e1cc87cf-d86f-4e7d-80fa-385d728a5162,Jammu & J&K SCs,STATE_CHANNELIZING_AGENCY,AUTHORIZED_SCHEME_PARTNER,https://nsfdc.nic.in/storage/channel-partners/attachments/20260401_164458_Ip6UJm.pdf,STATE/UT-WISE LIST OF STATE CHANNELISING AGENCIES,2026-09-01,"name,institution_type,category,source_url,verification_status",VERIFIED_OFFICIAL
e3f483f0-bc9e-42db-80e4-6b98da3bd82a,KVA Road,STATE_CHANNELIZING_AGENCY,AUTHORIZED_SCHEME_PARTNER,https://nsfdc.nic.in/storage/channel-partners/attachments/20260401_164458_Ip6UJm.pdf,SCA,2026-09-01,"name,institution_type,category,source_url,verification_status",VERIFIED_OFFICIAL
e4f6f87a-8b1d-4eed-b184-2e55060a30fa,Uttar Pradesh Gramin Bank,REGIONAL_RURAL_BANK,AUTHORIZED_SCHEME_PARTNER,https://nsfdc.nic.in/storage/channel-partners/attachments/20260401_163145_9tiTZM.pdf,LIST OF REGIONAL RURAL BANKS,2026-09-01,"name,institution_type,category,source_url,verification_status",VERIFIED_OFFICIAL
e5ac60bc-a632-4eee-8aba-855547cd0822,Jharkhand Gramin Bank,REGIONAL_RURAL_BANK,AUTHORIZED_SCHEME_PARTNER,https://nsfdc.nic.in/storage/channel-partners/attachments/20260401_163145_9tiTZM.pdf,LIST OF REGIONAL RURAL BANKS,2026-09-01,"name,institution_type,category,source_url,verification_status",VERIFIED_OFFICIAL
e6764f2d-689d-45e8-b546-264c1d015b2d,Assam Assam State Development Swahid Dilip Hozori Path,STATE_CHANNELIZING_AGENCY,AUTHORIZED_SCHEME_PARTNER,https://nsfdc.nic.in/storage/channel-partners/attachments/20260401_164458_Ip6UJm.pdf,SCA,2026-09-01,"name,institution_type,category,source_url,verification_status",VERIFIED_OFFICIAL
ea995f14-d3f4-44a2-9fa2-5a0c24a0631c,Tripura Gramin Bank,REGIONAL_RURAL_BANK,AUTHORIZED_SCHEME_PARTNER,https://nsfdc.nic.in/storage/channel-partners/attachments/20260401_163145_9tiTZM.pdf,RRB,2026-09-01,"name,institution_type,category,source_url,verification_status",VERIFIED_OFFICIAL
ec68f3e7-43c5-4345-95a1-9e9cae1c08d9,Punjab & Sind Bank,PUBLIC_SECTOR_BANK,AUTHORIZED_SCHEME_PARTNER,https://nsfdc.nic.in/storage/channel-partners/attachments/20260408_100623_Bea3za.pdf,PSB,2026-09-01,"name,institution_type,category,source_url,verification_status",VERIFIED_OFFICIAL
efec3e19-1ab8-4be8-b910-80b3402706d3,Satin Creditcare Network Ltdl.,MICRO_FINANCE_INSTITUTION,NEARBY_FINANCIAL_SERVICE_POINT,https://nsfdc.nic.in/storage/channel-partners/attachments/20251223_101231_7smjJC.pdf,LIST OF NBFC-MFIs,2026-09-01,"name,institution_type,category,source_url,verification_status",VERIFIED_OFFICIAL
f2c9e004-271c-4e0e-92a1-52c816fd2a14,West Bengal West Bengal SCs,STATE_CHANNELIZING_AGENCY,AUTHORIZED_SCHEME_PARTNER,https://nsfdc.nic.in/storage/channel-partners/attachments/20260401_164458_Ip6UJm.pdf,SCA,2026-09-01,"name,institution_type,category,source_url,verification_status",VERIFIED_OFFICIAL
f372319a-aee2-4da8-84c3-8e33728dd2d5,Midland Microfin Ltd.,MICRO_FINANCE_INSTITUTION,NEARBY_FINANCIAL_SERVICE_POINT,https://nsfdc.nic.in/storage/channel-partners/attachments/20251223_101231_7smjJC.pdf,NBFC_MFI,2026-09-01,"name,institution_type,category,source_url,verification_status",VERIFIED_OFFICIAL
f47cb8f9-21b8-4d27-8491-1e24df1d7532,Gujarat Gramin Bank,REGIONAL_RURAL_BANK,AUTHORIZED_SCHEME_PARTNER,https://nsfdc.nic.in/storage/channel-partners/attachments/20260401_163145_9tiTZM.pdf,RRB,2026-09-01,"name,institution_type,category,source_url,verification_status",VERIFIED_OFFICIAL
f4eb3027-9e9d-4fe8-8500-3a0797432a10,Assam Pin – 781 124,MICRO_FINANCE_INSTITUTION,NEARBY_FINANCIAL_SERVICE_POINT,https://nsfdc.nic.in/storage/channel-partners/attachments/20251223_101231_7smjJC.pdf,NBFC_MFI,2026-09-01,"name,institution_type,category,source_url,verification_status",VERIFIED_OFFICIAL
f5fbbb0c-4391-4d0d-9627-f8e0a3663099,Manipur Rural Bank,REGIONAL_RURAL_BANK,AUTHORIZED_SCHEME_PARTNER,https://nsfdc.nic.in/storage/channel-partners/attachments/20260401_163145_9tiTZM.pdf,LIST OF REGIONAL RURAL BANKS,2026-09-01,"name,institution_type,category,source_url,verification_status",VERIFIED_OFFICIAL
f662769c-9303-4a48-95df-8c3605a2b891,Chhattisgarh Gramin Bank,REGIONAL_RURAL_BANK,AUTHORIZED_SCHEME_PARTNER,https://nsfdc.nic.in/storage/channel-partners/attachments/20260401_163145_9tiTZM.pdf,RRB,2026-09-01,"name,institution_type,category,source_url,verification_status",VERIFIED_OFFICIAL
fb35ad4b-04c8-493b-9577-5ce7cf565acf,Odisha Grameen Bank,REGIONAL_RURAL_BANK,AUTHORIZED_SCHEME_PARTNER,https://nsfdc.nic.in/storage/channel-partners/attachments/20260401_163145_9tiTZM.pdf,LIST OF REGIONAL RURAL BANKS,2026-09-01,"name,institution_type,category,source_url,verification_status",VERIFIED_OFFICIAL
ffd17427-6d9b-4b9c-aeb6-c12ef765dadc,Anik Financial Services Private Limited,MICRO_FINANCE_INSTITUTION,NEARBY_FINANCIAL_SERVICE_POINT,https://nsfdc.nic.in/storage/channel-partners/attachments/20251223_101231_7smjJC.pdf,LIST OF NBFC-MFIs,2026-09-01,"name,institution_type,category,source_url,verification_status",VERIFIED_OFFICIAL
p-neg-test-x,Exclusive Term Loan Partner X,PUBLIC_SECTOR_BANK,AUTHORIZED_SCHEME_PARTNER,,,2026-09-01,"name,institution_type,category,source_url,verification_status",VERIFIED_OFFICIAL
